DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
H10118,04/21/2000,1ST DG MUR/PREMED. OR ATT.,10/12/2005,POLK,0002727,DEATH SENTENCE
H10118,04/21/2000,"CARJACK W/FA,DEADLY WEAPON",10/12/2005,POLK,0002727,SENTENCED TO LIFE
H10118,04/21/2000,"KIDNAP,ASSAULT OR TERRORIZE",10/12/2005,POLK,0002727,SENTENCED TO LIFE
H10118,04/21/2000,"KIDNAP,ASSAULT OR TERRORIZE",10/12/2005,POLK,0002727,SENTENCED TO LIFE
H10118,04/21/2000,ROBB. GUN OR DEADLY WPN,10/12/2005,POLK,0002727,SENTENCED TO LIFE
H10118,04/21/2000,ROBB. GUN OR DEADLY WPN,10/12/2005,POLK,0002727,SENTENCED TO LIFE
699893,12/05/1998,1ST DG MUR/PREMED. OR ATT.,06/21/2002,BROWARD,9905809,DEATH SENTENCE
699893,12/05/1998,SEX BAT/INJURY NOT LIKELY,06/21/2002,BROWARD,9905809,15Y 0M 0D
699893,12/05/1998,KIDNAP;COMM.OR FAC.FELONY,06/21/2002,BROWARD,9905809,SENTENCED TO LIFE
Q13157,11/02/2001,1ST DG MUR/PREMED. OR ATT.,01/09/2003,BAY,0102956,DEATH SENTENCE
Q13157,11/02/2001,BURGLARY ASSAULT ANY PERSON,01/09/2003,BAY,0102956,SENTENCED TO LIFE
Q13157,11/02/2001,SEX BAT/ WPN. OR FORCE,01/09/2003,BAY,0102956,SENTENCED TO LIFE
R30302,03/13/1989,1ST DG MUR/PREMED. OR ATT.,11/22/2002,PINELLAS,9720160,DEATH SENTENCE
K04389,04/25/2000,1ST DG MUR/PREMED. OR ATT.,04/11/2003,MONROE,0000573,DEATH SENTENCE
K04389,04/25/2000,"CARJACK W/FA,DEADLY WEAPON",04/11/2003,MONROE,0000573,SENTENCED TO LIFE
K04389,04/25/2000,KIDNAP;COMM.OR FAC.FELONY,04/11/2003,MONROE,0000573,SENTENCED TO LIFE
K04389,04/25/2000,ROBB. GUN OR DEADLY WPN,04/11/2003,MONROE,0000573,SENTENCED TO LIFE
105669,03/17/1998,1ST DG MUR/PREMED. OR ATT.,03/24/2003,MIAMI-DADE,9808943,
291140,09/15/1990,1ST DG MUR/PREMED. OR ATT.,06/26/2003,DUVAL,9203708,
291140,09/15/1990,BURGLARY ASSAULT ANY PERSON,06/26/2003,DUVAL,9203708,SENTENCED TO LIFE
291140,09/15/1990,SEX BAT/ WPN. OR FORCE,06/26/2003,DUVAL,9203708,SENTENCED TO LIFE
B01314,12/30/2002,"2ND DEG.MURD,DANGEROUS ACT",07/28/2003,BROWARD,0305027,25Y 0M 0D
B01314,12/30/2002,GRAND THEFT MOTOR VEHICLE,07/28/2003,BROWARD,0305027,5Y 0M 0D
B01314,12/30/2002,"GRAND THEFT,300 L/5,000",07/28/2003,BROWARD,0305027,5Y 0M 0D
B01314,10/02/2017,1ST DG MUR/PREMED. OR ATT.,07/23/2019,WAKULLA,1800203,DEATH SENTENCE
324170,08/18/1991,AGG BATTERY/W/DEADLY WEAPON,01/27/1999,HILLSBOROUGH,9111679,3Y 6M 0D
324170,07/21/1998,"2ND DEG.MURD,DANGEROUS ACT",09/19/2003,SEMINOLE,9803341,SENTENCED TO LIFE
324170,07/21/1998,1ST DG MUR/PREMED. OR ATT.,09/19/2003,SEMINOLE,9803341,DEATH SENTENCE
324170,07/21/1998,1ST DG MUR/PREMED. OR ATT.,09/19/2003,SEMINOLE,9803341,DEATH SENTENCE
324170,07/21/1998,"BURGLARY,ARMED W/EXP. OR WEAPO",09/19/2003,SEMINOLE,9803341,SENTENCED TO LIFE
645118,01/26/1993,1ST DG MUR/PREMED. OR ATT.,04/16/2004,BROWARD,9303005,
K51342,11/08/1999,GRAND THEFT MOTOR VEHICLE,08/09/2004,SAINT LUCIE,9903777,5Y 0M 0D
K51342,02/15/2001,1ST DG MUR/PREMED. OR ATT.,08/09/2004,SAINT LUCIE,0100793,
K51342,02/15/2001,KIDNAP;COMM.OR FAC.FELONY,08/09/2004,SAINT LUCIE,0100793,30Y 0M 0D
K51342,02/15/2001,SEX BAT/ WPN. OR FORCE,08/09/2004,SAINT LUCIE,0100793,SENTENCED TO LIFE
326252,05/12/2003,1ST DG MUR/PREMED. OR ATT.,09/30/2004,DUVAL,0306103,SENTENCED TO LIFE
326252,05/12/2003,1ST DG MUR/PREMED. OR ATT.,09/30/2004,DUVAL,0306103,SENTENCED TO LIFE
326252,05/12/2003,1ST DG MUR/PREMED. OR ATT.,09/30/2004,DUVAL,0306103,SENTENCED TO LIFE
326252,05/12/2003,1ST DG MUR/PREMED. OR ATT.,09/30/2004,DUVAL,0306103,SENTENCED TO LIFE
326252,05/12/2003,1ST DG MUR/PREMED. OR ATT.,09/30/2004,DUVAL,0306103,SENTENCED TO LIFE
326252,05/10/2008,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),06/26/2008,MIAMI-DADE,0817107,SENTENCED TO LIFE
326252,05/17/2011,1ST DG MUR/PREMED. OR ATT.,10/04/2017,BRADFORD,1100498,SENTENCED TO LIFE
326252,07/05/2019,1ST DG MUR/PREMED. OR ATT.,05/25/2021,BRADFORD,1900706,DEATH SENTENCE
326252,07/05/2019,CONSTRUC.POSSESS CONTRAB.,05/25/2021,BRADFORD,1900706,1Y 10M 22D
111640,05/25/2001,1ST DG MUR/PREMED. OR ATT.,09/29/2004,HILLSBOROUGH,0108692,DEATH SENTENCE
111640,05/25/2001,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),09/29/2004,HILLSBOROUGH,0108692,SENTENCED TO LIFE
111640,05/25/2001,ROBB. GUN OR DEADLY WPN,09/29/2004,HILLSBOROUGH,0108692,SENTENCED TO LIFE
111640,05/25/2001,ROBB. GUN OR DEADLY WPN,09/29/2004,HILLSBOROUGH,0108692,SENTENCED TO LIFE
111640,05/25/2001,"BURGLARY,ARMED W/EXP. OR WEAPO",09/29/2004,HILLSBOROUGH,0108692,SENTENCED TO LIFE
X33939,11/06/2000,1ST DG MUR/PREMED. OR ATT.,04/29/2005,ORANGE,0016204,
X33939,11/06/2000,1ST DG MUR/PREMED. OR ATT.,04/29/2005,ORANGE,0016204,
X33939,11/06/2000,ROBB. NO GUN/DDLY.WPN,04/29/2005,ORANGE,0016204,15Y 0M 0D
192202,07/01/1994,CONS.TO VIO.RACKTEERING LAW,03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,07/01/1994,CONS.TO VIO.RACKTEERING LAW,03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,07/01/1994,CONSPIR.TO TRAFF.DRUGS,03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,07/01/1994,CONSPIR.TO TRAFF.DRUGS,03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,08/14/1995,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,08/21/1995,1ST DG MUR/PREMED. OR ATT.,03/17/2005,MIAMI-DADE,0040026,SENTENCED TO LIFE
192202,08/27/1995,"HOMICIDE,MANSL.CUL.NEGLI",03/24/2005,MIAMI-DADE,0040026,15Y 0M 0D
192202,03/12/1997,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,07/24/1997,1ST DG MUR/PREMED. OR ATT.,03/17/2005,MIAMI-DADE,0040026,
192202,03/31/1998,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,03/31/1998,1ST DG MUR/PREMED. OR ATT.,03/17/2005,MIAMI-DADE,0040026,SENTENCED TO LIFE
192202,07/23/1998,"HOMICIDE,MANSL.CUL.NEGLI",03/24/2005,MIAMI-DADE,0040026,15Y 0M 0D
192202,06/01/1998,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/24/2005,MIAMI-DADE,0040026,30Y 0M 0D
192202,12/01/1998,1ST DG MUR/PREMED. OR ATT.,03/17/2005,MIAMI-DADE,0040026,
L49959,03/11/2002,1ST DG MUR/PREMED. OR ATT.,08/02/2005,BROWARD,0205900,DEATH SENTENCE
L49959,03/11/2002,1ST DG MUR/PREMED. OR ATT.,08/02/2005,BROWARD,0205900,DEATH SENTENCE
L49959,03/11/2002,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
L49959,03/11/2002,KIDNAP;COMM.OR FAC.FELONY,08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
L49959,03/11/2002,KIDNAP;COMM.OR FAC.FELONY,08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
L49959,03/11/2002,KIDNAP;COMM.OR FAC.FELONY,08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
L49959,03/11/2002,ROBB. GUN OR DEADLY WPN,08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
L49959,03/11/2002,ROBB. GUN OR DEADLY WPN,08/02/2005,BROWARD,0205900,SENTENCED TO LIFE
H12548,10/12/2001,1ST DG MUR/PREMED. OR ATT.,08/25/2005,POLK,0107078,DEATH SENTENCE
H12548,10/12/2001,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),08/25/2005,POLK,0107078,SENTENCED TO LIFE
H12548,10/12/2001,"BURGLARY,ARMED W/EXP. OR WEAPO",08/25/2005,POLK,0107078,SENTENCED TO LIFE
H12548,10/12/2001,SEX BAT/ WPN. OR FORCE,08/25/2005,POLK,0107078,SENTENCED TO LIFE
H12548,10/12/2001,ROBB. GUN OR DEADLY WPN,08/25/2005,POLK,0107078,SENTENCED TO LIFE
H23012,09/24/2003,1ST DG MUR/PREMED. OR ATT.,10/14/2005,POLK,0306982,
H23012,09/24/2003,1ST DG MUR/PREMED. OR ATT.,10/14/2005,POLK,0306982,
J29642,02/29/2004,1ST DG MUR/PREMED. OR ATT.,10/21/2005,DUVAL,0404525,DEATH SENTENCE
J29642,02/29/2004,1ST DG MUR/PREMED. OR ATT.,10/21/2005,DUVAL,0404525,DEATH SENTENCE
J29642,02/29/2004,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/21/2005,DUVAL,0404525,SENTENCED TO LIFE
127513,07/24/2002,1ST DG MUR/PREMED. OR ATT.,12/22/2005,DUVAL,0400730,DEATH SENTENCE
127513,07/24/2002,1ST DG MUR/PREMED. OR ATT.,12/22/2005,DUVAL,0400730,DEATH SENTENCE
127513,07/24/2002,1ST DG MUR/PREMED. OR ATT.,12/22/2005,DUVAL,0400730,SENTENCED TO LIFE
J30192,04/22/2004,1ST DG MUR/PREMED. OR ATT.,06/30/2006,DUVAL,0406675,SENTENCED TO LIFE
J30192,04/22/2004,1ST DG MUR/PREMED. OR ATT.,06/30/2006,DUVAL,0406675,
128135,08/08/2005,ESCAPE(ATTEMPTED),07/21/2006,BAY,0502726,15Y 0M 0D
128135,08/08/2005,"CONTRABAND, CO DETENTN FAC",07/21/2006,BAY,0502726,5Y 0M 0D
128135,03/07/2006,"CONTRABAND, CO DETENTN FAC",07/21/2006,BAY,0600764,5Y 0M 0D
128135,03/07/2006,AGG.BATT/LEO/FIRFGT/EMS/ETC.,07/21/2006,BAY,0600764,30Y 0M 0D
128135,03/27/2005,1ST DG MUR/PREMED. OR ATT.,04/11/2007,BAY,0501093,
128135,03/27/2005,RESISTING OFFICER W/VIOLEN.,04/11/2007,BAY,0501093,5Y 0M 0D
V26165,08/03/2004,OBSTRUCT CRIME INVESTIGATION(CONSPIRACY TO COMMIT),08/28/2006,VOLUSIA,0401380,5Y 0M 0D
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,08/28/2006,VOLUSIA,0401380,SENTENCED TO LIFE
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,08/28/2006,VOLUSIA,0401380,SENTENCED TO LIFE
V26165,08/05/2004,ABUSE OF HUMAN CORPSE,08/28/2006,VOLUSIA,0401380,15Y 0M 0D
V26165,08/05/2004,ABUSE OF HUMAN CORPSE,08/28/2006,VOLUSIA,0401380,15Y 0M 0D
V26165,08/05/2004,ABUSE OF HUMAN CORPSE,08/28/2006,VOLUSIA,0401380,15Y 0M 0D
V26165,08/05/2004,BURGLARY ASSAULT ANY PERSON,08/28/2006,VOLUSIA,0401380,SENTENCED TO LIFE
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401380,
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401380,
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401380,
V26165,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401380,
898405,08/03/2004,OBSTRUCT CRIME INVESTIGATION(CONSPIRACY TO COMMIT),09/21/2006,VOLUSIA,0401378,10Y 0M 0D
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,SENTENCED TO LIFE
898405,08/05/2004,1ST DG MUR/PREMED. OR ATT.,09/21/2006,VOLUSIA,0401378,SENTENCED TO LIFE
898405,08/05/2004,ABUSE OF HUMAN CORPSE,09/21/2006,VOLUSIA,0401378,30Y 0M 0D
898405,08/05/2004,BURGLARY ASSAULT ANY PERSON,09/21/2006,VOLUSIA,0401378,SENTENCED TO LIFE
898405,08/05/2004,TORTURES ANIMAL W/INTENT INFLI,09/21/2006,VOLUSIA,0401378,10Y 0M 0D
991988,02/09/2005,1ST DG MUR/PREMED. OR ATT.,10/23/2006,LAKE,0500377,
991988,02/09/2005,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/23/2006,LAKE,0500377,SENTENCED TO LIFE
991988,02/09/2005,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/23/2006,LAKE,0500377,SENTENCED TO LIFE
991988,02/09/2005,AGG.BATT/LEO/FIRFGT/EMS/ETC.,10/23/2006,LAKE,0500377,SENTENCED TO LIFE
991988,02/09/2005,AGG.BATT/LEO/FIRFGT/EMS/ETC.,10/23/2006,LAKE,0500377,SENTENCED TO LIFE
L36345,06/28/2000,1ST DG MUR/PREMED. OR ATT.,03/28/2007,BROWARD,0114055,DEATH SENTENCE
L36345,06/28/2000,1ST DG MUR/PREMED. OR ATT.,03/28/2007,BROWARD,0114055,DEATH SENTENCE
129232,12/03/1997,1ST DG MUR/PREMED. OR ATT.,06/26/2007,POLK,0103262,
129232,12/03/1997,1ST DG MUR/PREMED. OR ATT.,06/26/2007,POLK,0103262,
129232,12/03/1997,1ST DG MUR/PREMED. OR ATT.,06/26/2007,POLK,0103262,
129232,12/03/1997,1ST DG MUR/PREMED. OR ATT.,06/26/2007,POLK,0103262,
167421,06/02/2006,AT.FLNY.MURD/782.04(3) OFF.,06/20/2007,ORANGE,0608545,SENTENCED TO LIFE
167421,06/02/2006,ROBB. GUN OR DEADLY WPN,06/20/2007,ORANGE,0608545,SENTENCED TO LIFE
167421,06/02/2006,ROBB. GUN OR DEADLY WPN,06/20/2007,ORANGE,0608545,SENTENCED TO LIFE
167421,05/22/2006,ROBB. GUN OR DEADLY WPN,08/07/2007,ORANGE,0612229,10Y 0M 0D
167421,05/25/2006,"BURGLARY,ARMED W/EXP. OR WEAPO",12/18/2009,SEMINOLE,0901204,SENTENCED TO LIFE
167421,05/25/2006,ROBB. GUN OR DEADLY WPN,12/18/2009,SEMINOLE,0901204,SENTENCED TO LIFE
167421,05/25/2006,FALS.IMPRSN-NO 787.01 INT,12/18/2009,SEMINOLE,0901204,15Y 0M 0D
167421,05/25/2006,GRAND THEFT FIREARM,12/18/2009,SEMINOLE,0901204,5Y 0M 0D
167421,06/22/2009,ROBB. GUN OR DEADLY WPN,08/19/2010,OSCEOLA,0902575,SENTENCED TO LIFE
167421,06/22/2009,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),08/19/2010,OSCEOLA,0902575,30Y 0M 0D
167421,06/22/2009,"KIDNAP,INTERF W/PERF GOVERN",08/19/2010,OSCEOLA,0902575,SENTENCED TO LIFE
167421,06/22/2009,"KIDNAP,INTERF W/PERF GOVERN(CONSPIRACY TO COMMIT)",08/19/2010,OSCEOLA,0902575,30Y 0M 0D
167421,06/22/2009,FEL/DELI W/GUN/CONC WPN/AMMO,08/19/2010,OSCEOLA,0902575,30Y 0M 0D
167421,06/22/2009,FEL/DELI W/GUN/CONC WPN/AMMO(CONSPIRACY TO COMMIT),08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,AGG ASSLT-W/WPN NO INTENT TO K,08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,ESCAPE,08/19/2010,OSCEOLA,0902575,SENTENCED TO LIFE
167421,06/22/2009,ESCAPE(CONSPIRACY TO COMMIT),08/19/2010,OSCEOLA,0902575,30Y 0M 0D
167421,06/22/2009,"CONTRABAND, CO DETENTN FAC",08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,"CONTRABAND, CO DETENTN FAC(CONSPIRACY TO COMMIT)",08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,RESISTING OFFICER W/VIOLEN.,08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,DEPRIVE OFFR OF PROTECT.,08/19/2010,OSCEOLA,0902575,10Y 0M 0D
167421,06/22/2009,IMPRSN.LEO/COMM.FELONY,08/19/2010,OSCEOLA,0902575,30Y 0M 0D
167421,01/09/2014,1ST DG MUR/PREMED. OR ATT.,04/13/2018,UNION,1400080,DEATH SENTENCE
J34141,07/08/2005,1ST DG MUR/PREMED. OR ATT.,08/29/2007,DUVAL,0510263,
J34141,07/08/2005,1ST DG MUR/PREMED. OR ATT.,08/29/2007,DUVAL,0510263,
J34141,07/08/2005,ROBB. NO GUN/DDLY.WPN,08/29/2007,DUVAL,0510263,15Y 0M 0D
J34141,07/08/2005,ROBB. NO GUN/DDLY.WPN,08/29/2007,DUVAL,0510263,15Y 0M 0D
J34141,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,08/29/2007,DUVAL,0510263,SENTENCED TO LIFE
J34141,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,08/29/2007,DUVAL,0510263,SENTENCED TO LIFE
406356,11/06/1998,1ST DG MUR/PREMED. OR ATT.,10/15/2007,MIAMI-DADE,9837767,
406356,11/06/1998,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),10/15/2007,MIAMI-DADE,9837767,30Y 0M 0D
406356,11/06/1998,KIDNAP;COMM.OR FAC.FELONY,10/15/2007,MIAMI-DADE,9837767,SENTENCED TO LIFE
406356,11/06/1998,KIDNAP;COMM.OR FAC.FELONY,10/15/2007,MIAMI-DADE,9837767,SENTENCED TO LIFE
406356,11/06/1998,BURGLARY ASSAULT ANY PERSON,10/15/2007,MIAMI-DADE,9837767,SENTENCED TO LIFE
406356,11/06/1998,NEGLCT CHILD W/GR.BOD.HARM,10/15/2007,MIAMI-DADE,9837767,15Y 0M 0D
406356,11/08/1998,ESCAPE(ATTEMPTED),10/15/2007,MIAMI-DADE,9837767,5Y 0M 0D
588873,07/01/2004,1ST DG MUR/PREMED. OR ATT.,11/30/2007,HILLSBOROUGH,0412631,DEATH SENTENCE
588873,07/01/2004,SEX BAT/ WPN. OR FORCE,11/30/2007,HILLSBOROUGH,0412631,SENTENCED TO LIFE
588873,07/01/2004,KIDNAP;COMM.OR FAC.FELONY,11/30/2007,HILLSBOROUGH,0412631,SENTENCED TO LIFE
588873,07/01/2004,GRAND THEFT MOTOR VEHICLE,11/30/2007,HILLSBOROUGH,0412631,5Y 0M 0D
588873,07/01/2004,BURGLARY ASSAULT ANY PERSON,11/30/2007,HILLSBOROUGH,0412631,SENTENCED TO LIFE
349878,04/09/2005,1ST DG MUR/PREMED. OR ATT.,02/22/2008,OSCEOLA,0501200,
349878,09/02/2004,UTTER FORGED INSTRUMENT,02/22/2008,OSCEOLA,0402982,5Y 0M 0D
349878,09/02/2004,"GRAND THEFT,300 L/5,000",02/22/2008,OSCEOLA,0402982,5Y 0M 0D
349878,04/12/2005,GRAND THEFT MOTOR VEHICLE,02/22/2008,OSCEOLA,0501078,5Y 0M 0D
349878,04/12/2005,FLEE LEO/NO REGARD,02/22/2008,OSCEOLA,0501078,15Y 0M 0D
349878,04/12/2005,AT.FLNY.MURD/782.04(3) OFF.(ATTEMPTED),02/22/2008,OSCEOLA,0501094,SENTENCED TO LIFE
349878,04/12/2005,ROBB. NO GUN/DDLY.WPN,02/22/2008,OSCEOLA,0501094,15Y 0M 0D
349878,04/12/2005,AGG BATTERY/W/DEADLY WEAPON,02/22/2008,OSCEOLA,0501094,15Y 0M 0D
349878,03/12/2005,"GRAND THEFT,300 L/5,000",02/22/2008,OSCEOLA,0502121,5Y 0M 0D
349878,04/09/2005,GRAND THEFT MOTOR VEHICLE,02/22/2008,OSCEOLA,0502184,5Y 0M 0D
349878,04/09/2005,GRAND THEFT MOTOR VEHICLE,02/22/2008,OSCEOLA,0502184,5Y 0M 0D
J35401,07/08/2005,1ST DG MUR/PREMED. OR ATT.,03/04/2008,DUVAL,0510263,
J35401,07/08/2005,1ST DG MUR/PREMED. OR ATT.,03/04/2008,DUVAL,0510263,
J35401,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,03/04/2008,DUVAL,0510263,SENTENCED TO LIFE
J35401,07/08/2005,ROBB. NO GUN/DDLY.WPN,03/04/2008,DUVAL,0510263,15Y 0M 0D
J35401,07/08/2005,ROBB. NO GUN/DDLY.WPN,03/04/2008,DUVAL,0510263,SENTENCED TO LIFE
J35401,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,03/04/2008,DUVAL,0510263,SENTENCED TO LIFE
J35212,07/08/2005,1ST DG MUR/PREMED. OR ATT.,03/06/2008,DUVAL,0510263,
J35212,07/08/2005,1ST DG MUR/PREMED. OR ATT.,03/06/2008,DUVAL,0510263,
J35212,07/08/2005,ROBB. NO GUN/DDLY.WPN,03/06/2008,DUVAL,0510263,15Y 0M 0D
J35212,07/08/2005,ROBB. NO GUN/DDLY.WPN,03/06/2008,DUVAL,0510263,15Y 0M 0D
J35212,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,03/06/2008,DUVAL,0510263,SENTENCED TO LIFE
J35212,07/08/2005,KIDNAP;COMM.OR FAC.FELONY,03/06/2008,DUVAL,0510263,SENTENCED TO LIFE
U33164,07/21/2006,1ST DG MUR/PREMED. OR ATT.,05/05/2008,MARION,0602999,
U33164,07/21/2006,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),05/05/2008,MARION,0602999,SENTENCED TO LIFE
U33164,07/21/2006,ROBB. GUN OR DEADLY WPN,05/05/2008,MARION,0602999,SENTENCED TO LIFE
U33164,07/21/2006,FLEE LEO/NO REGARD,05/05/2008,MARION,0602999,15Y 0M 0D
130335,02/25/2006,1ST DG MUR/PREMED. OR ATT.,05/12/2008,ORANGE,0602848,
J29603,03/23/2005,ROBB. GUN OR DEADLY WPN,03/10/2006,DUVAL,0504625,SENTENCED TO LIFE
J29603,03/23/2005,AGG. BATTERY/65 YRS OR OLDER,03/10/2006,DUVAL,0504625,30Y 0M 0D
J29603,03/23/2005,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",03/10/2006,DUVAL,0504625,30Y 0M 0D
J29603,03/09/2005,1ST DG MUR/PREMED. OR ATT.,08/15/2008,DUVAL,0515549,
J03479,10/18/2005,1ST DG MUR/PREMED. OR ATT.,09/19/2008,DUVAL,0615566,
J03479,10/18/2005,ROBB. GUN OR DEADLY WPN,09/19/2008,DUVAL,0615566,SENTENCED TO LIFE
165328,11/30/1995,BURGLARY ASSAULT ANY PERSON,10/01/2008,BREVARD,9528783,11Y 0M 0D
165328,11/30/1995,AGG BATTERY INTENDED HARM,10/01/2008,BREVARD,9528783,11Y 0M 0D
165328,11/30/1995,ROBB. GUN OR DEADLY WPN(ATTEMPTED),10/01/2008,BREVARD,9528783,11Y 0M 0D
165328,11/05/1995,BURGUNOCCSTRUC/CV OR ATT.,10/01/2008,BREVARD,9529534,11Y 0M 0D
165328,06/11/2006,"ARSON,WILLFUL DAMA.STRUCT.",09/08/2009,BREVARD,0748617,15Y 0M 0D
165328,08/31/2005,FEL/DELI W/GUN/CONC WPN/AMMO,09/08/2009,BREVARD,0559221,15Y 0M 0D
165328,10/13/2005,FLEE/ELUDE LEO-FELONY,09/08/2009,BREVARD,0635775,5Y 0M 0D
165328,02/28/2006,1ST DG MUR/PREMED. OR ATT.,10/25/2011,BREVARD,0614913,SENTENCED TO LIFE
165328,02/28/2006,AT.FLNY.MURD/782.04(3) OFF.,10/25/2011,BREVARD,0614913,30Y 0M 0D
165328,02/28/2006,ROBB. GUN OR DEADLY WPN(ATTEMPTED),10/25/2011,BREVARD,0614913,25Y 0M 0D
165328,03/17/2006,1ST DG MUR/PREMED. OR ATT.,04/29/2016,BREVARD,1232155,
130930,09/24/2007,1ST DG MUR/PREMED. OR ATT.,11/19/2008,SEMINOLE,0704890,DEATH SENTENCE
130930,09/24/2007,1ST DG MUR/PREMED. OR ATT.,11/19/2008,SEMINOLE,0704890,DEATH SENTENCE
130930,09/24/2007,"BURGLARY,ARMED W/EXP. OR WEAPO",11/19/2008,SEMINOLE,0704890,SENTENCED TO LIFE
130930,09/24/2007,AGG BATTERY/W/DEADLY WEAPON,11/19/2008,SEMINOLE,0704890,SENTENCED TO LIFE
130930,09/24/2007,CRIMINAL MISCHIEF/PROP.DAMAGE,11/19/2008,SEMINOLE,0704890,5Y 0M 0D
185563,07/31/2002,1ST DG MUR/PREMED. OR ATT.,12/01/2008,PASCO,0303888,
J01369,02/14/2004,COCAINE - POSSESSION,09/01/2004,CLAY,0400213,1Y 6M 0D
J01369,05/12/2004,FAIL.TO APPEAR/FEL.BAIL,09/01/2004,CLAY,0400772,1Y 6M 0D
J01369,05/23/2004,1ST DG MUR/PREMED. OR ATT.,12/10/2008,CLAY,0401149,DEATH SENTENCE
J01369,05/23/2004,1ST DG MUR/PREMED. OR ATT.,12/10/2008,CLAY,0401149,DEATH SENTENCE
J01369,05/23/2004,1ST DG MUR/PREMED. OR ATT.,12/10/2008,CLAY,0401149,DEATH SENTENCE
J01369,05/23/2004,1ST DG MUR/PREMED. OR ATT.,12/10/2008,CLAY,0401149,DEATH SENTENCE
512579,09/22/2006,1ST DG MUR/PREMED. OR ATT.,01/28/2009,SEMINOLE,0604522,DEATH SENTENCE
512579,09/22/2006,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/28/2009,SEMINOLE,0604522,SENTENCED TO LIFE
124356,07/02/2007,1ST DG MUR/PREMED. OR ATT.,08/17/2007,INTERSTATE,0700303,SENTENCED TO LIFE
124356,07/02/2007,1ST DG MUR/PREMED. OR ATT.,08/17/2007,INTERSTATE,0700304,SENTENCED TO LIFE
124356,07/02/2007,1ST DG MUR/PREMED. OR ATT.,08/17/2007,INTERSTATE,0700305,SENTENCED TO LIFE
124356,09/22/2017,1ST DG MUR/PREMED. OR ATT.,09/21/2018,OKEECHOBEE,1800164,DEATH SENTENCE
V25581,01/07/2007,1ST DG MUR/PREMED. OR ATT.,03/04/2009,FLAGLER,0700033,
